,Symbol,Scientific Name,Common Name
2232,CACAM,Calamagrostis canadensis (Michx.) P. Beauv. var. macouniana (Vasey) Stebbins,Macoun's reedgrass
2233,CAMA28,Calamagrostis macouniana (Vasey) Vasey,N/A
2234,CACO71,Calamagrostis coarctata (Torr.) Eaton,arctic reedgrass
2235,CACI,"Calamagrostis cinnoides W. Bartram, nom. illeg.",N/A
2236,CAEP,Calamagrostis epigeios (L.) Roth,chee reedgrass
2237,CAFO,Calamagrostis foliosa Kearney,leafy reedgrass
2238,CAHO2,Calamagrostis howellii Vasey,Howell's reedgrass
2239,CAKO,Calamagrostis koelerioides Vasey,fire reedgrass
2240,CADE2,Calamagrostis densa Vasey,N/A
2241,CALA6,Calamagrostis lapponica (Wahlenb.) Hartm.,lapland reedgrass
2242,CAMO,Calamagrostis montanensis Scribn. ex Vasey,plains reedgrass
2243,CANU,Calamagrostis nutkaensis (J. Presl) J. Presl ex Steud.,Pacific reedgrass
2244,CAOP2,Calamagrostis ophitidis (J.T. Howell) Nygren,serpentine reedgrass
2245,CAPE10,Calamagrostis perplexa Scribn.,wood reedgrass
2246,CAPI,Calamagrostis pickeringii A. Gray,Pickering's reedgrass
2247,CAPO3,Calamagrostis porteri A. Gray,Porter's reedgrass
2248,CAPOI,Calamagrostis porteri A. Gray ssp. insperata (Swallen) C.W. Greene,Porter's reedgrass
2249,CAIN16,Calamagrostis insperata Swallen,N/A
2250,CAPU,Calamagrostis purpurascens R. Br.,purple reedgrass
2251,CAPUP7,Calamagrostis purpurascens R. Br. var. purpurascens,purple reedgrass
2252,CARU,Calamagrostis rubescens Buckley,pinegrass
2253,CASC,Calamagrostis scopulorum M.E. Jones,ditch reedgrass
2254,CASTI3,Calamagrostis stricta (Timm) Koeler ssp. inexpansa (A. Gray) C.W. Greene,northern reedgrass
2255,CACR,Calamagrostis californica Kearney,N/A
2256,CAFE,Calamagrostis californica Kearney,N/A
2257,CAHYA,Calamagrostis californica Kearney,N/A
2258,CAIN,Calamagrostis californica Kearney,N/A
2259,CALA29,Calamagrostis californica Kearney,N/A
2260,CALA47,Calamagrostis californica Kearney,N/A
2261,CASTS8,Calamagrostis stricta (Timm) Koeler ssp. stricta var. stricta,slimstem reedgrass
2262,CATW,Calamagrostis tweedyi (Scribn.) Scribn. ex Vasey,Tweedy's reedgrass
2263,CANEN,Calamintha nepeta (L.) Savi ssp. nepeta,lesser calamint
2264,CAAR12,Calamovilfa arcuata K.E. Rogers,Cumberland sandreed
2265,CABR2,Calamovilfa brevipilis (Torr.) Scribn.,pine barren sandreed
2266,CACU,Calamovilfa curtissii (Vasey) Scribn.,Florida sandreed
2267,CAGI3,Calamovilfa gigantea (Nutt.) Scribn. & Merr.,giant sandreed
2268,CALO,Calamovilfa longifolia (Hook.) Scribn.,prairie sandreed
2269,CALAN,Calandrinia,redmaids
2270,CACI2,Calandrinia ciliata (Ruiz & Pav.) DC.,fringed redmaids
2271,CACIM,Calandrinia ciliata (Ruiz & Pav.) DC. var. menziesii (Hook.) J.F. Macbr.,N/A
2272,CAMU26,Calceolaria multiflora Cav.,slipper flower
2273,CALEN,Calendula,marigold
2274,CAAR,Calendula arvensis L.,field marigold
2275,CAOF,Calendula officinalis L.,pot marigold
2276,CAPA47,Calibrachoa parviflora (Juss.) D'Arcy,seaside petunia
2277,CAPA,Calla palustris L.,water arum
2278,CAMA45,"Callaeum macropterum (DC.) D.M. Johnson, nom. inq.",hillyhock
2279,CALLI,Calliandra,stickpea
2280,CAER,Calliandra eriophylla Benth.,fairyduster
2281,CAHA31,Calliandra haematocephala Hassk.,stickpea
2282,CAHA10,Calliandra haematomma (Bertero ex DC.) Benth.,red powderpuff
2283,CAHU,Calliandra humilis Benth.,dwarf stickpea
2284,CAHUR,Calliandra humilis Benth. var. reticulata (A. Gray) L.D. Benson,dwarf stickpea
2285,CAAM2,Callicarpa americana L.,American beautyberry
2286,CAJA11,Callicarpa japonica Thunb.,Japanese callicarpa
2287,CACO70,Calliergon cordifolium (Hedw.) Kindb.,calliergon moss
2288,CAGI70,Calliergon giganteum (Schimp.) Kindb.,giant calliergon moss
2289,CARI70,Calliergon richardsonii (Mitt.) Kindb.,Richardson's calliergon moss
2290,CAST70,Calliergon stramineum (Brid.) Kindb.,calliergon moss
2291,CATR27,Calliergon trifarium (F. Weber & D. Mohr) Kindb.,calliergon moss
2292,CACU18,Calliergonella cuspidata (Hedw.) Loeske,calliergonella moss
2293,CAAL,Callirhoe alcaeoides (Michx.) A. Gray,light poppymallow
2294,CADI2,Callirhoe digitata Nutt.,winecup
2295,CAIN2,Callirhoe involucrata (Torr. & A. Gray) A. Gray,purple poppymallow
2296,CALE2,Callirhoe leiocarpa R.F. Martin,tall poppymallow
2297,CAPA2,Callirhoe papaver (Cav.) A. Gray,woodland poppymallow
2298,CATR,Callirhoe triangulata (Leavenworth) A. Gray,clustered poppymallow
2299,CAFR6,Callisia fragrans (Lindl.) Woodson,basketplant
2300,CAGR25,Callisia graminea (Small) G. Tucker,grassleaf roseling
2301,CARO18,Callisia rosea (Vent.) D.R. Hunt,Piedmont roseling
2302,CACI15,Callistemon citrinus (Curtis) Skeels,crimson bottlebrush
2303,CAPA72,Callistemon pallidus (Bonpl.) DC.,lemon bottlebrush
2304,CASP30,Callistemon speciosus (Bonpl.) Sweet,gray bottlebrush
2305,CAHE2,Callitriche hermaphroditica L.,northern water-starwort
2306,CAAU15,Callitriche autumnalis L.,N/A
2307,CAHE3,Callitriche heterophylla Pursh,twoheaded water-starwort
2308,CAPA52,Callitriche palustris L.,vernal water-starwort
2309,CAVE2,Callitriche palustris L. var. verna (L.) Fenley ex Jeps.,N/A
2310,CATE19,Callitriche terrestris Raf.,terrestrial water-starwort
2311,CAOB15,Callitris oblonga Rich. & A. Rich,Pigmy cypress-pine
2312,CAVU,Calluna vulgaris (L.) Hull,heather
2313,CALOC2,Calocedrus,incense cedar
2314,CADE27,Calocedrus decurrens (Torr.) Florin,incense cedar
2315,LIDE,Heyderia decurrens (Torr.) K. Koch,N/A
2316,CALOC,Calochortus,mariposa lily
2317,CAAL2,Calochortus albus Douglas ex Benth.,white fairy-lantern
2318,CAAM3,Calochortus amabilis Purdy,Diogenes' lantern
2319,CAAM4,Calochortus ambiguus (M.E. Jones) Ownbey,doubting mariposa lily
2320,CAAM5,Calochortus amoenus Greene,purple fairy-lantern
2321,CAAR44,Calochortus argillosus (Hoover) R. Zebell & P. Fiedler,clay mariposa lily
2322,CAAU8,Calochortus aureus S. Watson,golden mariposa lily
2323,CANUA,Calochortus nuttallii Torr. & A. Gray var. aureus (S. Watson) Ownbey,N/A
2324,CABR4,Calochortus bruneaunis A. Nelson & J.F. Macbr.,Bruneau mariposa lily
2325,CACA5,Calochortus catalinae S. Watson,Santa Catalina mariposa lily
2326,CACL,Calochortus clavatus S. Watson,clubhair mariposa lily
2327,CACLC2,Calochortus clavatus S. Watson var. clavatus,clubhair mariposa lily
2328,CACLR3,Calochortus clavatus S. Watson var. recurvifolius (Hoover) R. Fiedler & P. Zebell,Arroyo de la Cruz mariposa lily
2329,CACO3,Calochortus coeruleus (Kellogg) S. Watson,beavertail grass
2330,CACA98,"Calochortus caeruleus (Kellogg) S. Watson, orth. var.",N/A
2331,CAEL,Calochortus elegans Pursh,elegant mariposa lily
2332,CAEU,Calochortus eurycarpus S. Watson,white mariposa lily
2333,CAEX2,Calochortus excavatus Greene,Inyo County star-tulip
2334,CAFL,Calochortus flexuosus S. Watson,winding mariposa lily
2335,CAGR,Calochortus greenei S. Watson,Greene's mariposa lily
2336,CAGU,Calochortus gunnisonii S. Watson,Gunnison's mariposa lily
2337,CAIN3,Calochortus invenustus Greene,plain mariposa lily
2338,CAKE,Calochortus kennedyi Porter,desert mariposa lily
2339,CAKEK2,Calochortus kennedyi Porter var. kennedyi,desert mariposa lily
2340,CAKEM,Calochortus kennedyi Porter var. munzii Jeps.,desert mariposa lily
2341,CALE3,Calochortus leichtlinii Hook. f.,smokey mariposa
2342,CALU9,Calochortus luteus Douglas ex Lindl.,yellow mariposa lily
2343,CAMA5,Calochortus macrocarpus Douglas,sagebrush mariposa lily
2344,CAMI,Calochortus minimus Ownbey,Sierra mariposa lily
2345,CAMO3,Calochortus monophyllus (Lindl.) Lem.,yellow star-tulip
2346,CANI,Calochortus nitidus Douglas,broadfruit mariposa lily
2347,CANU2,Calochortus nudus S. Watson,naked mariposa lily
2348,CANU3,Calochortus nuttallii Torr. & A. Gray,sego lily
2349,CAOB,Calochortus obispoensis Lemmon,San Luis mariposa lily
2350,CAPU2,Calochortus pulchellus Douglas ex Benth.,Mt. Diablo fairy-lantern
2351,CARA16,Calochortus raichei Farwig & Girard,Cedars mariposa lily
2352,CASP,Calochortus splendens Douglas ex Benth.,splendid mariposa lily
2353,CAST2,Calochortus striatus Parish,alkali mariposa lily
2354,CASU2,Calochortus subalpinus Piper,subalpine mariposa lily
2355,CASU3,Calochortus superbus Purdy ex J.T. Howell,yellow mariposa
2356,CATI3,Calochortus tiburonensis A.J. Hill,Tiburon mariposa lily
2357,CATO,Calochortus tolmiei Hook. & Arn.,Tolmie star-tulip
2358,CAUM,Calochortus umbellatus Alph. Wood,Oakland mariposa lily
2359,CAUN,Calochortus uniflorus Hook. & Arn.,Monterey mariposa lily
2360,CAVE3,Calochortus venustus Douglas ex Benth.,butterfly mariposa lily
2361,CAWE2,Calochortus westonii Eastw.,Shirley Meadows mariposa lily
2362,CAAN22,Calophyllum antillanum Britton,Antilles calophyllum
2363,CAIN4,Calophyllum inophyllum L.,Alexandrian laurel
2364,CATO18,Caloplaca tominii Savicz,Tolmin's orange lichen
2365,CATR22,Caloplaca trachyphylla (Tuck.) Zahlbr.,orange lichen
2366,CAOK2,Calopogon oklahomensis D.H. Goldman,Oklahoma grasspink
2367,CATU5,"Calopogon tuberosus (L.) Britton, Sterns & Poggenb.",tuberous grasspink
2368,CATUT,"Calopogon tuberosus (L.) Britton, Sterns & Poggenb. var. tuberosus",tuberous grasspink
2369,LITU4,Calopogon pulchellus R. Br.,N/A
2370,CACA42,Calopogonium caeruleum (Benth.) Suav.,jicama
2371,CAMU11,Calopogonium mucunoides Desv.,calopo
2372,CAQU10,Calothamnus quadrifidus R. Br.,common netbush
2373,CALOT,Calotropis,calotropis
2374,CAGI11,Calotropis gigantea (L.) W.T. Aiton,giant milkweed
2375,CAPR,Calotropis procera (Aiton) W.T. Aiton,roostertree
2376,CALE4,Caltha leptosepala DC.,white marsh marigold
2377,CALEH2,Caltha leptosepala DC. ssp. howellii (Huth) P.G. Sm.,Howell's marsh marigold
2378,CAHO17,Caltha biflora DC.,N/A
2379,CALEL8,Caltha leptosepala DC. ssp. leptosepala var. leptosepala,white marsh marigold
2380,PSLE,Caltha biflora DC. var. rotundifolia (Huth) C.L. Hitchc.,N/A
2381,CANA,Caltha natans Pall. ex Georgi,floating marsh marigold
2382,CAPA5,Caltha palustris L.,yellow marsh marigold
2383,CAPAP6,Caltha palustris L. var. palustris,yellow marsh marigold
2384,CAPAF,Caltha asarifolia DC.,N/A
2385,CAFR,Calycadenia fremontii A. Gray,Fremont's western rosinweed
2386,CAMU3,Calycadenia multiglandulosa DC.,sticky western rosinweed
2387,CALYC5,Calycanthus,sweetshrub
2388,CAFL22,Calycanthus floridus L.,eastern sweetshrub
2389,CAFLF,Calycanthus floridus L. var. floridus,eastern sweetshrub
2390,CAFLG,Calycanthus floridus L. var. glaucus (Willd.) Torr. & A. Gray,eastern sweetshrub
2391,CAOC5,Calycanthus occidentalis Hook. & Arn.,western sweetshrub
2392,CALY2,Calycocarpum lyonii (Pursh) A. Gray,cupseed
2393,CAPA7,Calycoseris parryi A. Gray,yellow tackstem
2394,CAWR,Calycoseris wrightii A. Gray,white tackstem
2395,CALYL,Calylophus,sundrops
2396,CABEB2,Calylophus berlandieri Spach ssp. berlandieri,Berlandier's sundrops
2397,CAHA14,Calylophus hartwegii (Benth.) P.H. Raven,Hartweg's sundrops
2398,CAHAP,Calylophus hartwegii (Benth.) P.H. Raven ssp. pubescens (A. Gray) Towner & P.H. Raven,Hartweg's sundrops
2399,OEGR5,Calylophus hartwegii (Benth.) P.H. Raven var. pubescens (A. Gray) Shinners,N/A
2400,OEGRP2,Calylophus hartwegii (Benth.) P.H. Raven var. pubescens (A. Gray) Shinners,N/A
2401,CALA38,Calylophus lavandulifolius (Torr. & A. Gray) P.H. Raven,lavenderleaf sundrops
2402,GALA11,Calylophus hartwegii (Benth.) P.H. Raven ssp. lavandulifolius (Torr. & A. Gray) Towner & P.H. Raven,N/A
2403,CASE12,Calylophus serrulatus (Nutt.) P.H. Raven,yellow sundrops
2404,MESE5,Calylophus australis Towner & P.H. Raven,N/A
2405,CAFI12,Calypogeia fissa (L.) Raddi, 
2406,CAIN40,Calypogeia integristipula Steph., 
2407,CAMU21,Calypogeia muelleriana (Schiffn.) Müll. Frib., 
2408,CANE27,Calypogeia neesiana (C. Massal. & Carestia) Müll. Frib., 
2409,CASU45,Calypogeia suecica (Arnell & J. Perss.) Müll. Frib., 
2410,CABU,Calypso bulbosa (L.) Oakes,fairy slipper
2411,CABUA,Calypso bulbosa (L.) Oakes var. americana (R. Br.) Luer,fairy slipper
2412,CABUO,Calypso bulbosa (L.) Oakes var. occidentalis (Holz.) B. Boivin,fairy slipper
2413,CAVI2,Calyptocarpus vialis Less.,straggler daisy
2414,CAKI,Calyptranthes kiaerskovii Krug & Urb. [excluded],Kiaerskov's lidflower
2415,CATH3,Calyptranthes thomasiana Berg,Thomas' lidflower
2416,CALO12,Calystegia longipes (S. Watson) Brummitt,Paiute false bindweed
2417,CAMA24,Calystegia macrostegia (Greene) Brummitt,island false bindweed
2418,CAMAA2,Calystegia macrostegia (Greene) Brummitt ssp. arida (Greene) Brummitt,island false bindweed
2419,CAMAC,Calystegia macrostegia (Greene) Brummitt ssp. cyclostegia (House) Brummitt,island false bindweed
2420,COCY5,Convolvulus cyclostegius House,N/A
2421,CAOC6,Calystegia occidentalis (A. Gray) Brummitt,chaparral false bindweed
2422,CAOCO2,Calystegia occidentalis (A. Gray) Brummitt ssp. occidentalis var. occidentalis,chaparral false bindweed
2423,CASE13,Calystegia sepium (L.) R. Br.,hedge false bindweed
2424,CASEA3,Calystegia sepium (L.) R. Br. ssp. angulata Brummitt,hedge false bindweed
2425,CASER,Calystegia sepium (L.) R. Br. var. angulata (Brummitt) N.H. Holmgren,N/A
2426,CORE5,Calystegia sepium (L.) R. Br. var. angulata (Brummitt) N.H. Holmgren,N/A
2427,CASES,Calystegia sepium (L.) R. Br. ssp. sepium,hedge false bindweed
2428,COSE14,Convolvulus nashii House,N/A
2429,CASIF,Calystegia silvatica (Kit.) Griseb. ssp. fraterniflora (Mack. & Bush) Brummitt,shortstalk false bindweed
2430,CASO2,Calystegia soldanella (L.) R. Br.,seashore false bindweed
2431,COSO4,Convolvulus soldanella L.,N/A
2432,CASPS2,Calystegia spithamaea (L.) Pursh ssp. spithamaea,low false bindweed
2433,CAST21,Calystegia stebbinsii Brummitt,Stebbins' false bindweed
2434,CASUE,Calystegia subacaulis Hook. & Arn. ssp. episcopalis Brummitt,hillside false bindweed
2435,CASUS2,Calystegia subacaulis Hook. & Arn. ssp. subacaulis,hillside false bindweed
2436,CACU2,Camassia cusickii S. Watson,Cusick's camas
2437,CALE5,Camassia leichtlinii (Baker) S. Watson,large camas
2438,CAQU2,Camassia quamash (Pursh) Greene,small camas
2439,CAQUB2,Camassia quamash (Pursh) Greene ssp. breviflora Gould,small camas
2440,CASC5,Camassia scilloides (Raf.) Cory,Atlantic camas
2441,QUHY2,Camassia esculenta (Raf.) Cory,N/A
2442,CAMI2,Camelina microcarpa Andrz. ex DC.,littlepod false flax
2443,CASA2,Camelina sativa (L.) Crantz,gold-of-pleasure
2444,CARE24,Camellia reticulata Lindl.,to-tsubaki
2445,CABE7,Camissonia benitensis P.H. Raven,San Benito suncup
2446,CABI12,Camissonia bistorta (Nutt. ex Torr. & A. Gray) P.H. Raven,southern suncup
2447,CABO7,Camissonia boothii (Douglas ex Lehm.) P.H. Raven,Booth's evening primrose
2448,CABOD,Camissonia boothii (Douglas ex Lehm.) P.H. Raven ssp. decorticans (Hook. & Arn.) P.H. Raven,shredding suncup
2449,CABR23,Camissonia brevipes (A. Gray) P.H. Raven,yellow cups
2450,CABRB4,Camissonia brevipes (A. Gray) P.H. Raven ssp. brevipes,golden suncup
2451,CACA32,Camissonia californica (Nutt. ex Torr. & A. Gray) P.H. Raven,California suncup
2452,CACA33,Camissonia campestris (Greene) P.H. Raven,Mojave suncup
2453,CACAC8,Camissonia campestris (Greene) P.H. Raven ssp. campestris,Mojave suncup
2454,CACH13,Camissonia cheiranthifolia (Hornem. ex Spreng.) Raimann,beach suncup
2455,CACHC,Camissonia cheiranthifolia (Hornem. ex Spreng.) Raimann ssp. cheiranthifolia,beach suncup
2456,OECH5,Oenothera cheiranthifolia Hornem. ex Spreng.,N/A
2457,CACHS,Camissonia cheiranthifolia (Hornem. ex Spreng.) Raimann ssp. suffruticosa (S. Watson) P.H. Raven,beach suncup
2458,CACL4,Camissonia claviformis (Torr. & Frém.) P.H. Raven,browneyes
2459,CACO34,Camissonia contorta (Douglas ex Lehm.) Kearney,plains evening primrose
2460,OECR2,Oenothera contorta Douglas ex Lehm.,N/A
2461,OEDE8,Oenothera contorta Douglas ex Lehm.,N/A
2462,CAEX10,Camissonia exilis (P.H. Raven) P.H. Raven,Cottonwood Springs suncup
2463,CAMI23,Camissonia minor (A. Nelson) P.H. Raven,small evening primrose
2464,CANE11,Camissonia nevadensis (Kellogg) P.H. Raven,Nevada suncup
2465,CAOV4,Camissonia ovata (Nutt. ex Torr. & A. Gray) P.H. Raven,goldeneggs
2466,OEOV2,Oenothera ovata Nutt. ex Torr. & A. Gray,N/A
2467,CAST20,Camissonia strigulosa (Fisch. & C.A. Mey.) P.H. Raven,sandysoil suncup
2468,CASU18,Camissonia subacaulis (Pursh) P.H. Raven,diffuseflower evening primrose
2469,CATA2,Camissonia tanacetifolia (Torr. & A. Gray) P.H. Raven,tansyleaf evening primrose
2470,CATAQ,Camissonia tanacetifolia (Torr. & A. Gray) P.H. Raven ssp. quadriperforata P.H. Raven,Sierra Valley evening primrose
2471,CATAT,Camissonia tanacetifolia (Torr. & A. Gray) P.H. Raven ssp. tanacetifolia,tansyleaf evening primrose
2472,OETA3,Oenothera tanacetifolia Torr. & A. Gray,N/A
2473,CAAP2,Campanula aparinoides Pursh,marsh bellflower
2474,CAUL3,Campanula aparinoides Pursh var. grandiflora Holz.,N/A
2475,CACA37,Campanula carpatica Jacq.,tussock bellflower
2476,CADI3,Campanula divaricata Michx.,small bonny bellflower
2477,CAGL2,Campanula glomerata L.,Dane's blood
2478,CALA67,Campanula lanata Friv.,woolly bellflower
2479,CALA7,Campanula lasiocarpa Cham.,mountain harebell
2480,CAME20,Campanula medium L.,Canterbury bells
2481,CAPA10,Campanula parryi A. Gray,Parry's bellflower
2482,CAPI2,Campanula piperi Howell,Olympic bellflower
2483,CARA,Campanula rapunculoides L.,rampion bellflower
2484,CARE3,Campanula reverchonii A. Gray,basin bellflower
2485,CARO2,Campanula rotundifolia L.,bluebell bellflower
2486,CASC6,Campanula scabrella Engelm.,rough bellflower
2487,CASC7,Campanula scouleri Hook. ex A. DC.,pale bellflower
2488,CATR4,Campanula trachelium L.,bats in the belfry
2489,CAUN2,Campanula uniflora L.,arctic bellflower
2490,CAAM18,Campanulastrum americanum (L.) Small,American bellflower
2491,CAAM6,Campanula americana L.,N/A
2492,CAMPS,Campsis,campsis
2493,CARA2,Campsis radicans (L.) Seem. ex Bureau,trumpet creeper
2494,BIRA2,Bignonia radicans L.,N/A
2495,CACH31,Campylium chrysophyllum (Brid.) J. Lange,goldenleaf campylium moss
2496,CAHA33,Campylium halleri (Hedw.) Lindb.,Haller's campylium moss
2497,CAPO17,Campylium polygamum (Schimp.) C.E.O. Jensen,campylium moss
2498,CAST51,Campylium stellatum (Hedw.) C.E.O. Jensen,star campylium moss
2499,CASTP,Campylium stellatum (Hedw.) C.E.O. Jensen var. protensum (Brid.) Bryhn,star campylium moss
2500,CAAT16,Campylopus atrovirens De Not.,campylopus moss
2501,CAFL35,Campylopus flexuosus (Hedw.) Brid.,campylopus moss
2502,CAFR19,Campylopus fragilis (Brid.) Bruch & Schimp.,fragile campylopus moss
2503,CAIN45,Campylopus introflexus (Hedw.) Brid.,campylopus moss
2504,CAOE2,Campylopus oerstedianus (Müll. Hal.) Mitt.,Oersted's campylopus moss
2505,CAPI17,Campylopus pilifer Brid.,campylopus moss
2506,CAPY9,Campylopus pyriformis (Schultz) Brid.,campylopus moss
2507,CASA30,Campylostelium saxicola (F. Weber & D. Mohr) Bruch & Schimp.,campylostelium moss
2508,CAMO32,Canadanthus modestus (Lindl.) G.L. Nesom,giant mountain aster
2509,CAOD,Cananga odorata (Lam.) Hook. f. & Thomson,ilang-ilang
2510,CAAB14,Canarina abyssinica Engl., 
2511,CANAV,Canavalia,jackbean
2512,CABR21,Canavalia brasiliensis Mart. ex Benth.,Brazilian jackbean
2513,CACA29,Canavalia cathartica Thouars,maunaloa
2514,CAEN4,Canavalia ensiformis (L.) DC.,wonderbean
2515,CAGL15,Canavalia gladiata (Jacq.) DC.,sword jackbean
2516,CANI7,Canavalia nitida (Cav.) Piper,Bahama baybean
2517,CAPL16,Canavalia plagiosperma Piper,obliqueseeded jackbean
2518,CARO26,Canavalia rosea (Sw.) DC.,baybean
2519,CAMA6,Canavalia lineata auct. non (Thunb.) DC.,N/A
2520,CAVI20,Canavalia virosa (Roxb.) Wight & Arn.,jackbean
2521,CAAU2,Canbya aurea S. Watson,golden pygmypoppy
2522,CAWI,Canella winterana (L.) Gaertn.,wild cinnamon
2523,CANNA2,Canna,canna
2524,CAFL11,Canna flaccida Salisb.,bandanna of the Everglades
2525,CAGE3,Canna ×generalis L.H. Bailey (pro sp.) [glauca × indica],canna lily
2526,CAIN19,Canna indica L.,Indian shot
2527,CANNA,Cannabis,hemp
2528,CASA3,Cannabis sativa L.,marijuana
2529,CAHO3,Canotia holacantha Torr.,crucifixion thorn
2530,CANTU,Cantua,cantua
2531,CAPA11,Caperonia palustris (L.) A. St.-Hil.,sacatrapo
2532,CAPPA,Capparis,caper
2533,CAAM13,Capparis amplissima Lam.,burro blanco
2534,CABA2,Capparis baducca L.,caper
2535,CACA99,Capparis cartilaginea Decne., 
2536,CACY,Capparis cynophallophora L.,Jamaican caper
2537,CAFL2,Capparis flexuosa (L.) L.,falseteeth
2538,CAHA9,Capparis hastata Jacq.,broadleaf caper
2539,CAIN5,Capparis indica (L.) Druce,linguam
2540,CASA4,Capparis sandwichiana DC.,native caper
2541,CATO23,Capparis tomentosa Lam.,African caper
2542,CABU2,Capsella bursa-pastoris (L.) Medik.,shepherd's purse
2543,BUBU3,Bursa bursa-pastoris (L.) Britton,N/A
2544,CARAG,Caragana,peashrub
2545,CAAR18,Caragana arborescens Lam.,Siberian peashrub
2546,CAAU10,Caragana aurantiaca Koehne,dwarf peashrub
2547,CAFR80,Caragana frutex (L.) K. Koch,Russian peashrub
2548,CAMI48,Caragana microphylla Lam.,littleleaf peashrub
2549,CARAL,Caralluma,caralluma
2550,CARU23,Caralluma russelliana (Courbon ex Brongn.) Cufod., 
2551,CAAN11,Cardamine angustata O.E. Schulz,slender toothwort
2552,CABE,Cardamine bellidifolia L.,alpine bittercress
2553,CABR6,Cardamine breweri S. Watson,Brewer's bittercress
2554,CABU3,"Cardamine bulbosa (Schreb. ex Muhl.) Britton, Sterns & Poggenb.",bulbous bittercress
2555,CACA39,Cardamine californica (Nutt.) Greene,milkmaids
2556,CACAI3,Cardamine californica (Nutt.) Greene var. integrifolia (Nutt.) Rollins,milkmaids
2557,CACL2,Cardamine clematitis Shuttlw. ex A. Gray,small mountain bittercress
2558,CACO26,Cardamine concatenata (Michx.) Sw.,cutleaf toothwort
2559,DELA5,Cardamine laciniata (Muhl. ex Willd.) Alph. Wood,N/A
2560,CACO6,Cardamine cordifolia A. Gray,heartleaf bittercress
2561,CADI10,Cardamine diphylla (Michx.) Alph. Wood,crinkleroot
2562,DEDI6,Dentaria diphylla Michx.,N/A
2563,CADO,Cardamine douglassii Britton,limestone bittercress
2564,CAHI3,Cardamine hirsuta L.,hairy bittercress
2565,CAMA36,Cardamine maxima (Nutt.) Alph. Wood,large toothwort
2566,CANUN2,Cardamine nuttallii Greene var. nuttallii,palmate toothwort
